,Market,Date,Variety,Grade,Arrivals,Unit,Min,Max,Modal,District
1309,BANTWALA,2020-01-18,NEW VARIETY,AVERAGE,50.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
6309,PUTTUR,2020-01-18,NEW VARIETY,AVERAGE,40.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
5403,MANGALURU,2020-01-18,GRADE-I,AVERAGE,950.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
8641,SULYA,2020-01-18,GRADE- II,AVERAGE,7790.0,Numbers,6000.0,15000.0,9500.0,Dakshina Kannada
4743,MANGALURU,2020-01-18,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,24800.0,22000.0,Dakshina Kannada
5623,MANGALURU,2020-01-18,BLACK PEPPER,AVERAGE,40.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
1333,BANTWALA,2020-01-18,OLD VARIETY,AVERAGE,40.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
4719,MANGALURU,2020-01-18,COCA,AVERAGE,110.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
3013,BELTHANGADI,2020-01-18,OTHER,AVERAGE,82.0,Quintal,13000.0,14500.0,14000.0,Dakshina Kannada
4767,MANGALURU,2020-01-18,OLD VARIETY,AVERAGE,90.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
8770,SULYA,2020-01-20,BLACK PEPPER,AVERAGE,7.0,Quintal,25000.0,31500.0,30000.0,Dakshina Kannada
4768,MANGALURU,2020-01-20,OLD VARIETY,AVERAGE,95.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
1334,BANTWALA,2020-01-20,OLD VARIETY,AVERAGE,15.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
7754,PUTTUR,2020-01-20,OTHER,AVERAGE,5.0,Quintal,21000.0,31500.0,26250.0,Dakshina Kannada
8235,SULYA,2020-01-20,OLD VARIETY,AVERAGE,570.0,Quintal,24000.0,29500.0,28200.0,Dakshina Kannada
4744,MANGALURU,2020-01-20,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,24800.0,22000.0,Dakshina Kannada
6310,PUTTUR,2020-01-20,NEW VARIETY,AVERAGE,279.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
6286,PUTTUR,2020-01-20,COCA,AVERAGE,620.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
4720,MANGALURU,2020-01-20,COCA,AVERAGE,110.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
1310,BANTWALA,2020-01-20,NEW VARIETY,AVERAGE,30.0,Quintal,18500.0,25000.0,22500.0,Dakshina Kannada
8642,SULYA,2020-01-20,GRADE- II,AVERAGE,16655.0,Numbers,6000.0,15000.0,9500.0,Dakshina Kannada
5380,MANGALURU,2020-01-20,GRADE- II,AVERAGE,900.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
5624,MANGALURU,2020-01-20,BLACK PEPPER,AVERAGE,40.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
1286,BANTWALA,2020-01-20,COCA,AVERAGE,50.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
3014,BELTHANGADI,2020-01-20,OTHER,AVERAGE,7.0,Quintal,20000.0,21500.0,20500.0,Dakshina Kannada
5404,MANGALURU,2020-01-20,GRADE-I,AVERAGE,950.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
8223,SULYA,2020-01-20,NEW VARIETY,AVERAGE,4.0,Quintal,18500.0,25000.0,20000.0,Dakshina Kannada
8201,SULYA,2020-01-20,COCA,AVERAGE,19.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4253,BELTHANGADI,2020-01-20,OTHER,AVERAGE,1.0,Quintal,30000.0,31000.0,30500.0,Dakshina Kannada
2989,BELTHANGADI,2020-01-20,NEW VARIETY,AVERAGE,2.0,Quintal,24200.0,25800.0,24500.0,Dakshina Kannada
8224,SULYA,2020-01-21,NEW VARIETY,AVERAGE,87.0,Quintal,18800.0,25000.0,20000.0,Dakshina Kannada
1311,BANTWALA,2020-01-21,NEW VARIETY,AVERAGE,50.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
5625,MANGALURU,2020-01-21,BLACK PEPPER,AVERAGE,50.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
1335,BANTWALA,2020-01-21,OLD VARIETY,AVERAGE,30.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
3002,BELTHANGADI,2020-01-21,OLD VARIETY,AVERAGE,65.0,Quintal,28000.0,29500.0,28500.0,Dakshina Kannada
1287,BANTWALA,2020-01-21,COCA,AVERAGE,80.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4769,MANGALURU,2020-01-21,OLD VARIETY,AVERAGE,95.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
6287,PUTTUR,2020-01-21,COCA,AVERAGE,204.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
4038,BELTHANGADI,2020-01-21,GRADE-I,AVERAGE,10686.0,Numbers,14000.0,16000.0,14500.0,Dakshina Kannada
2973,BELTHANGADI,2020-01-21,COCA,AVERAGE,4.0,Quintal,13000.0,14000.0,13500.0,Dakshina Kannada
4745,MANGALURU,2020-01-21,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,24800.0,22000.0,Dakshina Kannada
5381,MANGALURU,2020-01-21,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
8202,SULYA,2020-01-21,COCA,AVERAGE,503.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
2990,BELTHANGADI,2020-01-21,NEW VARIETY,AVERAGE,634.0,Quintal,24200.0,25000.0,24500.0,Dakshina Kannada
6311,PUTTUR,2020-01-21,NEW VARIETY,AVERAGE,166.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
4254,BELTHANGADI,2020-01-21,OTHER,AVERAGE,9.0,Quintal,30500.0,31800.0,31000.0,Dakshina Kannada
5405,MANGALURU,2020-01-21,GRADE-I,AVERAGE,900.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
3015,BELTHANGADI,2020-01-21,OTHER,AVERAGE,15.0,Quintal,21000.0,22000.0,21500.0,Dakshina Kannada
4721,MANGALURU,2020-01-21,COCA,AVERAGE,110.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
4746,MANGALURU,2020-01-22,NEW VARIETY,AVERAGE,110.0,Quintal,20000.0,25200.0,22000.0,Dakshina Kannada
4770,MANGALURU,2020-01-22,OLD VARIETY,AVERAGE,90.0,Quintal,25000.0,29600.0,28000.0,Dakshina Kannada
6288,PUTTUR,2020-01-22,COCA,AVERAGE,770.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
6312,PUTTUR,2020-01-22,NEW VARIETY,AVERAGE,236.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
8203,SULYA,2020-01-22,COCA,AVERAGE,25.0,Quintal,8500.0,18500.0,14000.0,Dakshina Kannada
1312,BANTWALA,2020-01-22,NEW VARIETY,AVERAGE,80.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
1288,BANTWALA,2020-01-22,COCA,AVERAGE,120.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4722,MANGALURU,2020-01-22,COCA,AVERAGE,125.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
5382,MANGALURU,2020-01-22,GRADE- II,AVERAGE,800.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
7755,PUTTUR,2020-01-22,OTHER,AVERAGE,4.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
8771,SULYA,2020-01-22,BLACK PEPPER,AVERAGE,15.0,Quintal,26500.0,31000.0,30000.0,Dakshina Kannada
5406,MANGALURU,2020-01-22,GRADE-I,AVERAGE,750.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
1336,BANTWALA,2020-01-22,OLD VARIETY,AVERAGE,60.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
5626,MANGALURU,2020-01-22,BLACK PEPPER,AVERAGE,50.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
5407,MANGALURU,2020-01-23,GRADE-I,AVERAGE,900.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
1289,BANTWALA,2020-01-23,COCA,AVERAGE,95.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
3016,BELTHANGADI,2020-01-23,OTHER,AVERAGE,9.0,Quintal,21000.0,22000.0,21200.0,Dakshina Kannada
7756,PUTTUR,2020-01-23,OTHER,AVERAGE,5.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
8204,SULYA,2020-01-23,COCA,AVERAGE,121.0,Quintal,8500.0,18500.0,16700.0,Dakshina Kannada
6313,PUTTUR,2020-01-23,NEW VARIETY,AVERAGE,265.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
5627,MANGALURU,2020-01-23,BLACK PEPPER,AVERAGE,50.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
4723,MANGALURU,2020-01-23,COCA,AVERAGE,110.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
6289,PUTTUR,2020-01-23,COCA,AVERAGE,453.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
1337,BANTWALA,2020-01-23,OLD VARIETY,AVERAGE,40.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
4747,MANGALURU,2020-01-23,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,25200.0,22000.0,Dakshina Kannada
4771,MANGALURU,2020-01-23,OLD VARIETY,AVERAGE,100.0,Quintal,25000.0,29600.0,28000.0,Dakshina Kannada
2974,BELTHANGADI,2020-01-23,COCA,AVERAGE,18.0,Quintal,13500.0,15000.0,14000.0,Dakshina Kannada
1313,BANTWALA,2020-01-23,NEW VARIETY,AVERAGE,60.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
8643,SULYA,2020-01-23,GRADE- II,AVERAGE,40010.0,Numbers,6000.0,15000.0,14500.0,Dakshina Kannada
8225,SULYA,2020-01-23,NEW VARIETY,AVERAGE,49.0,Quintal,18700.0,25000.0,20000.0,Dakshina Kannada
5383,MANGALURU,2020-01-23,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
2991,BELTHANGADI,2020-01-23,NEW VARIETY,AVERAGE,51.0,Quintal,24200.0,25000.0,24500.0,Dakshina Kannada
2992,BELTHANGADI,2020-01-24,NEW VARIETY,AVERAGE,150.0,Quintal,24500.0,25000.0,24800.0,Dakshina Kannada
5628,MANGALURU,2020-01-24,BLACK PEPPER,AVERAGE,45.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
5384,MANGALURU,2020-01-24,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
6314,PUTTUR,2020-01-24,NEW VARIETY,AVERAGE,266.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
4748,MANGALURU,2020-01-24,NEW VARIETY,AVERAGE,100.0,Quintal,20000.0,25200.0,22000.0,Dakshina Kannada
3003,BELTHANGADI,2020-01-24,OLD VARIETY,AVERAGE,3.0,Quintal,27500.0,29000.0,28000.0,Dakshina Kannada
1290,BANTWALA,2020-01-24,COCA,AVERAGE,70.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
6290,PUTTUR,2020-01-24,COCA,AVERAGE,495.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
4772,MANGALURU,2020-01-24,OLD VARIETY,AVERAGE,110.0,Quintal,25000.0,29600.0,28000.0,Dakshina Kannada
4724,MANGALURU,2020-01-24,COCA,AVERAGE,125.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
2975,BELTHANGADI,2020-01-24,COCA,AVERAGE,158.0,Quintal,13200.0,14500.0,14000.0,Dakshina Kannada
3017,BELTHANGADI,2020-01-24,OTHER,AVERAGE,2.0,Quintal,21000.0,22000.0,21800.0,Dakshina Kannada
4039,BELTHANGADI,2020-01-24,GRADE-I,AVERAGE,43428.0,Numbers,14000.0,16000.0,15000.0,Dakshina Kannada
7757,PUTTUR,2020-01-24,OTHER,AVERAGE,5.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
1314,BANTWALA,2020-01-24,NEW VARIETY,AVERAGE,40.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
1338,BANTWALA,2020-01-24,OLD VARIETY,AVERAGE,30.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
8236,SULYA,2020-01-24,OLD VARIETY,AVERAGE,355.0,Quintal,25000.0,29500.0,27100.0,Dakshina Kannada
8772,SULYA,2020-01-24,BLACK PEPPER,AVERAGE,6.0,Quintal,25000.0,31500.0,30600.0,Dakshina Kannada
8205,SULYA,2020-01-24,COCA,AVERAGE,67.0,Quintal,8500.0,18500.0,17300.0,Dakshina Kannada
8226,SULYA,2020-01-24,NEW VARIETY,AVERAGE,2.0,Quintal,18500.0,25000.0,20500.0,Dakshina Kannada
5408,MANGALURU,2020-01-24,GRADE-I,AVERAGE,900.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
3004,BELTHANGADI,2020-01-25,OLD VARIETY,AVERAGE,3.0,Quintal,27500.0,29200.0,28000.0,Dakshina Kannada
2993,BELTHANGADI,2020-01-25,NEW VARIETY,AVERAGE,74.0,Quintal,24500.0,25000.0,24600.0,Dakshina Kannada
4040,BELTHANGADI,2020-01-25,GRADE-I,AVERAGE,15112.0,Numbers,14500.0,16000.0,15000.0,Dakshina Kannada
2976,BELTHANGADI,2020-01-25,COCA,AVERAGE,8.0,Quintal,13000.0,14500.0,13500.0,Dakshina Kannada
3018,BELTHANGADI,2020-01-25,OTHER,AVERAGE,13.0,Quintal,21000.0,22100.0,21500.0,Dakshina Kannada
5409,MANGALURU,2020-01-27,GRADE-I,AVERAGE,750.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
8644,SULYA,2020-01-27,GRADE- II,AVERAGE,11141.0,Numbers,6000.0,15000.0,9500.0,Dakshina Kannada
4725,MANGALURU,2020-01-27,COCA,AVERAGE,100.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
8227,SULYA,2020-01-27,NEW VARIETY,AVERAGE,15.0,Quintal,18500.0,25000.0,19200.0,Dakshina Kannada
1339,BANTWALA,2020-01-27,OLD VARIETY,AVERAGE,50.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
1291,BANTWALA,2020-01-27,COCA,AVERAGE,110.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
5385,MANGALURU,2020-01-27,GRADE- II,AVERAGE,950.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
4041,BELTHANGADI,2020-01-27,GRADE-I,AVERAGE,21000.0,Numbers,15000.0,16000.0,15500.0,Dakshina Kannada
6291,PUTTUR,2020-01-27,COCA,AVERAGE,408.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
2977,BELTHANGADI,2020-01-27,COCA,AVERAGE,9.0,Quintal,15000.0,16000.0,15800.0,Dakshina Kannada
1315,BANTWALA,2020-01-27,NEW VARIETY,AVERAGE,60.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
2994,BELTHANGADI,2020-01-27,NEW VARIETY,AVERAGE,844.0,Quintal,24000.0,25100.0,25000.0,Dakshina Kannada
5629,MANGALURU,2020-01-27,BLACK PEPPER,AVERAGE,45.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
3019,BELTHANGADI,2020-01-27,OTHER,AVERAGE,7.0,Quintal,23000.0,24000.0,23200.0,Dakshina Kannada
8237,SULYA,2020-01-27,OLD VARIETY,AVERAGE,19.0,Quintal,25000.0,29500.0,26900.0,Dakshina Kannada
8206,SULYA,2020-01-27,COCA,AVERAGE,7.0,Quintal,8500.0,18500.0,18200.0,Dakshina Kannada
3005,BELTHANGADI,2020-01-27,OLD VARIETY,AVERAGE,88.0,Quintal,29000.0,29500.0,29200.0,Dakshina Kannada
6315,PUTTUR,2020-01-27,NEW VARIETY,AVERAGE,128.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
4773,MANGALURU,2020-01-27,OLD VARIETY,AVERAGE,110.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
4255,BELTHANGADI,2020-01-27,OTHER,AVERAGE,49.0,Quintal,28000.0,29000.0,28500.0,Dakshina Kannada
4749,MANGALURU,2020-01-27,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,25500.0,22000.0,Dakshina Kannada
1316,BANTWALA,2020-01-28,NEW VARIETY,AVERAGE,80.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
7758,PUTTUR,2020-01-28,OTHER,AVERAGE,4.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
2995,BELTHANGADI,2020-01-28,NEW VARIETY,AVERAGE,18.0,Quintal,24100.0,25500.0,25000.0,Dakshina Kannada
4774,MANGALURU,2020-01-28,OLD VARIETY,AVERAGE,90.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
4750,MANGALURU,2020-01-28,NEW VARIETY,AVERAGE,75.0,Quintal,20000.0,25500.0,22000.0,Dakshina Kannada
4726,MANGALURU,2020-01-28,COCA,AVERAGE,95.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
5386,MANGALURU,2020-01-28,GRADE- II,AVERAGE,850.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
5410,MANGALURU,2020-01-28,GRADE-I,AVERAGE,750.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
8207,SULYA,2020-01-28,COCA,AVERAGE,22.0,Quintal,8500.0,18500.0,17000.0,Dakshina Kannada
1340,BANTWALA,2020-01-28,OLD VARIETY,AVERAGE,70.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
5630,MANGALURU,2020-01-28,BLACK PEPPER,AVERAGE,45.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
6316,PUTTUR,2020-01-28,NEW VARIETY,AVERAGE,266.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
6292,PUTTUR,2020-01-28,COCA,AVERAGE,455.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
8228,SULYA,2020-01-28,NEW VARIETY,AVERAGE,49.0,Quintal,18700.0,25000.0,20000.0,Dakshina Kannada
1292,BANTWALA,2020-01-28,COCA,AVERAGE,140.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
5631,MANGALURU,2020-01-29,BLACK PEPPER,AVERAGE,40.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
8208,SULYA,2020-01-29,COCA,AVERAGE,56.0,Quintal,8500.0,18500.0,15100.0,Dakshina Kannada
7370,PUTTUR,2020-01-29,GRADE- II,AVERAGE,25000.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
5411,MANGALURU,2020-01-29,GRADE-I,AVERAGE,850.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
6317,PUTTUR,2020-01-29,NEW VARIETY,AVERAGE,456.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
4727,MANGALURU,2020-01-29,COCA,AVERAGE,95.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
4775,MANGALURU,2020-01-29,OLD VARIETY,AVERAGE,85.0,Quintal,25000.0,29800.0,28000.0,Dakshina Kannada
6293,PUTTUR,2020-01-29,COCA,AVERAGE,345.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
2996,BELTHANGADI,2020-01-29,NEW VARIETY,AVERAGE,16.0,Quintal,24000.0,25100.0,24500.0,Dakshina Kannada
4751,MANGALURU,2020-01-29,NEW VARIETY,AVERAGE,75.0,Quintal,20000.0,25500.0,22000.0,Dakshina Kannada
1293,BANTWALA,2020-01-29,COCA,AVERAGE,175.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
5387,MANGALURU,2020-01-29,GRADE- II,AVERAGE,950.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
1317,BANTWALA,2020-01-29,NEW VARIETY,AVERAGE,100.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
1341,BANTWALA,2020-01-29,OLD VARIETY,AVERAGE,90.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
5412,MANGALURU,2020-01-30,GRADE-I,AVERAGE,850.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
3020,BELTHANGADI,2020-01-30,OTHER,AVERAGE,12.0,Quintal,23200.0,24000.0,23500.0,Dakshina Kannada
4256,BELTHANGADI,2020-01-30,OTHER,AVERAGE,18.0,Quintal,29000.0,31000.0,30000.0,Dakshina Kannada
1342,BANTWALA,2020-01-30,OLD VARIETY,AVERAGE,50.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
2978,BELTHANGADI,2020-01-30,COCA,AVERAGE,22.0,Quintal,15000.0,16000.0,15500.0,Dakshina Kannada
5632,MANGALURU,2020-01-30,BLACK PEPPER,AVERAGE,45.0,Quintal,25000.0,31500.0,27000.0,Dakshina Kannada
3006,BELTHANGADI,2020-01-30,OLD VARIETY,AVERAGE,153.0,Quintal,28500.0,29500.0,29000.0,Dakshina Kannada
4776,MANGALURU,2020-01-30,OLD VARIETY,AVERAGE,95.0,Quintal,25000.0,29600.0,28000.0,Dakshina Kannada
6318,PUTTUR,2020-01-30,NEW VARIETY,AVERAGE,310.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
5388,MANGALURU,2020-01-30,GRADE- II,AVERAGE,950.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
4728,MANGALURU,2020-01-30,COCA,AVERAGE,100.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
1294,BANTWALA,2020-01-30,COCA,AVERAGE,140.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4042,BELTHANGADI,2020-01-30,GRADE-I,AVERAGE,25395.0,Numbers,15000.0,16500.0,15800.0,Dakshina Kannada
4752,MANGALURU,2020-01-30,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,25500.0,22000.0,Dakshina Kannada
2997,BELTHANGADI,2020-01-30,NEW VARIETY,AVERAGE,51.0,Quintal,24000.0,25000.0,24500.0,Dakshina Kannada
7759,PUTTUR,2020-01-30,OTHER,AVERAGE,4.0,Quintal,21000.0,29000.0,25000.0,Dakshina Kannada
1318,BANTWALA,2020-01-30,NEW VARIETY,AVERAGE,70.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
6294,PUTTUR,2020-01-30,COCA,AVERAGE,456.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
3021,BELTHANGADI,2020-01-31,OTHER,AVERAGE,46.0,Quintal,23500.0,24000.0,23800.0,Dakshina Kannada
5413,MANGALURU,2020-01-31,GRADE-I,AVERAGE,900.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
2998,BELTHANGADI,2020-01-31,NEW VARIETY,AVERAGE,433.0,Quintal,24000.0,25500.0,24800.0,Dakshina Kannada
5389,MANGALURU,2020-01-31,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
4043,BELTHANGADI,2020-01-31,GRADE-I,AVERAGE,77000.0,Numbers,15500.0,16500.0,15800.0,Dakshina Kannada
1295,BANTWALA,2020-01-31,COCA,AVERAGE,90.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
8773,SULYA,2020-01-31,BLACK PEPPER,AVERAGE,68.0,Quintal,23000.0,31000.0,30300.0,Dakshina Kannada
4777,MANGALURU,2020-01-31,OLD VARIETY,AVERAGE,110.0,Quintal,25000.0,29300.0,28000.0,Dakshina Kannada
6295,PUTTUR,2020-01-31,COCA,AVERAGE,1019.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
8209,SULYA,2020-01-31,COCA,AVERAGE,694.0,Quintal,8000.0,18000.0,16400.0,Dakshina Kannada
8645,SULYA,2020-01-31,GRADE- II,AVERAGE,29730.0,Numbers,6000.0,15000.0,14500.0,Dakshina Kannada
4753,MANGALURU,2020-01-31,NEW VARIETY,AVERAGE,100.0,Quintal,20000.0,25000.0,22000.0,Dakshina Kannada
5633,MANGALURU,2020-01-31,BLACK PEPPER,AVERAGE,50.0,Quintal,25000.0,30500.0,27000.0,Dakshina Kannada
4729,MANGALURU,2020-01-31,COCA,AVERAGE,95.0,Quintal,16000.0,22000.0,19000.0,Dakshina Kannada
4257,BELTHANGADI,2020-01-31,OTHER,AVERAGE,63.0,Quintal,29000.0,31000.0,30000.0,Dakshina Kannada
6319,PUTTUR,2020-01-31,NEW VARIETY,AVERAGE,350.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
8229,SULYA,2020-01-31,NEW VARIETY,AVERAGE,20.0,Quintal,18000.0,25000.0,20000.0,Dakshina Kannada
1343,BANTWALA,2020-01-31,OLD VARIETY,AVERAGE,40.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
7760,PUTTUR,2020-01-31,OTHER,AVERAGE,87.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
1319,BANTWALA,2020-01-31,NEW VARIETY,AVERAGE,50.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
6323,PUTTUR,2020-01-31,OLD VARIETY,AVERAGE,123.0,Quintal,16400.0,29500.0,22950.0,Dakshina Kannada
4707,MANGALURU,2020-02-01,COCA,AVERAGE,150.0,Quintal,16000.0,21500.0,19000.0,Dakshina Kannada
1182,BANTWALA,2020-02-01,OLD VARIETY,AVERAGE,25.0,Quintal,24000.0,29800.0,28000.0,Dakshina Kannada
4030,BELTHANGADI,2020-02-01,GRADE-I,AVERAGE,10000.0,Numbers,12000.0,17000.0,16500.0,Dakshina Kannada
1138,BANTWALA,2020-02-01,COCA,AVERAGE,75.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4755,MANGALURU,2020-02-01,OLD VARIETY,AVERAGE,90.0,Quintal,25000.0,29500.0,28000.0,Dakshina Kannada
6166,PUTTUR,2020-02-01,NEW VARIETY,AVERAGE,435.0,Quintal,15000.0,25200.0,20100.0,Dakshina Kannada
1160,BANTWALA,2020-02-01,NEW VARIETY,AVERAGE,35.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
4731,MANGALURU,2020-02-01,NEW VARIETY,AVERAGE,80.0,Quintal,20000.0,24500.0,22000.0,Dakshina Kannada
7694,PUTTUR,2020-02-01,OTHER,AVERAGE,4.0,Quintal,21000.0,31000.0,26000.0,Dakshina Kannada
6144,PUTTUR,2020-02-01,COCA,AVERAGE,826.0,Quintal,8000.0,16500.0,12250.0,Dakshina Kannada
5611,MANGALURU,2020-02-01,BLACK PEPPER,AVERAGE,30.0,Quintal,25000.0,32000.0,27000.0,Dakshina Kannada
5391,MANGALURU,2020-02-01,GRADE-I,AVERAGE,950.0,Numbers,16000.0,30000.0,24000.0,Dakshina Kannada
5367,MANGALURU,2020-02-01,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
2979,BELTHANGADI,2020-02-01,NEW VARIETY,AVERAGE,71.0,Quintal,23000.0,25000.0,24000.0,Dakshina Kannada
8139,SULYA,2020-02-01,NEW VARIETY,AVERAGE,9.0,Quintal,18500.0,25000.0,23000.0,Dakshina Kannada
1161,BANTWALA,2020-02-03,NEW VARIETY,AVERAGE,180.0,Quintal,18500.0,25200.0,22500.0,Dakshina Kannada
3374,BELTHANGADI,2020-02-03,COCA,AVERAGE,26.0,Quintal,16500.0,17500.0,17000.0,Dakshina Kannada
